ID,genome1,genome2,species1,species2,taxonomic_group,timetree_div,raw,k2p,k3p,jc,intersection_km2
8450,GCA_028533085.1,GCA_963573675.1,Varecia variegata,Varecia rubra,Mammalia,2.449745,0.000672861,0.000437711,0.000418514,0.000673163,0.0075232900518477
8451,GCF_048418805.1,GCF_018345385.1,Vulpes vulpes,Vulpes lagopus,Mammalia,3.51667,0.008042763,0.004861414,0.004606997,0.008086198,3081783.25155257
8452,GCF_048418805.1,GCA_024500485.1,Vulpes vulpes,Vulpes ferrilata,Mammalia,2.43,0.007435409,0.004512314,0.004278508,0.007472511,2231673.228993
8457,GCA_028644305.1,GCA_004024805.1,Xerus rutilus,Xerus inauris,Mammalia,8.76,0.008560388,0.005671387,0.005420494,0.008609617,0.0
8458,GCA_964198595.1,GCA_965212315.1,Lampetra fluviatilis,Lampetra planeri,Petromyzontida,0.403405,0.003481225,0.00168664,0.001541801,0.003489329,
8461,GCF_015708825.1,GCA_018977245.1,Lethenteron reissneri,Lethenteron camtschaticum,Petromyzontida,1.99658,0.00751894,0.002648513,0.002417446,0.007556884,
8462,GCA_043090985.1,GCA_046270865.1,Acanthocercus cyanogaster,Acanthocercus annectans,Reptilia,27.58396,0.001273003,0.00077949,0.000738179,0.001274084,31744.0137677558
8463,GCA_043090985.1,GCA_046270945.1,Acanthocercus cyanogaster,Acanthocercus atricollis,Reptilia,27.58396,0.000864422,0.000530183,0.000500362,0.000864921,0.0
8466,GCF_028640845.1,GCA_046270345.1,Ahaetulla prasina,Ahaetulla nasuta,Reptilia,16.281485,0.00043755,0.000277482,0.000264096,0.000437678,846726.58321513
8467,GCF_028640845.1,GCA_046270325.1,Ahaetulla prasina,Ahaetulla pulverulenta,Reptilia,16.281485,0.000563097,0.000356867,0.000339575,0.000563308,0.0
8494,GCA_046270785.1,GCA_043090225.1,Anolis planiceps,Anolis rodriguezii,Reptilia,41.505465,6.24e-06,3.57e-06,3.33e-06,6.24e-06,0.0
8497,GCA_046269905.1,GCA_032468035.1,Aparallactus lunulatus,Aparallactus werneri,Reptilia,20.67379,3.79e-06,2.28e-06,2.15e-06,3.79e-06,5828.65412271755
8498,GCA_014337955.1,GCA_043090785.1,Aspidoscelis marmoratus,Aspidoscelis angusticeps,Reptilia,22.42969333,0.000217595,0.000130487,0.000122596,0.000217626,
8499,GCA_046766435.1,GCA_046270205.1,Boiga barnesii,Boiga trigonata,Reptilia,21.7125,0.0001511,9.34e-05,8.85e-05,0.000151116,11049.0947477808
8500,GCA_046766435.1,GCA_047748195.1,Boiga barnesii,Boiga beddomei,Reptilia,21.7125,0.000172465,0.000107804,0.000102336,0.000172485,11049.0947477808
8514,GCA_043380785.1,GCA_034064705.1,Bothrops fonsecai,Bothrops alternatus,Reptilia,8.694124,0.005901582,0.003678675,0.003498067,0.005924924,78633.651867655
8516,GCA_043380785.1,GCA_043090695.1,Bothrops fonsecai,Bothrops asper,Reptilia,12.069571,0.000353826,0.000214181,0.000202969,0.00035391,0.0
8521,GCA_023653725.1,GCA_046270145.1,Bungarus multicinctus,Bungarus ceylonicus,Reptilia,14.528346,0.001651203,0.001106178,0.001062011,0.001653024,0.0
8522,GCA_023653725.1,GCA_046270085.1,Bungarus multicinctus,Bungarus caeruleus,Reptilia,14.528346,0.001188587,0.000790409,0.000758136,0.00118953,0.0
8524,GCA_043643385.1,GCA_043090425.1,Chamaeleo calyptratus,Chamaeleo dilepis,Reptilia,21.1551245,0.000369896,0.000217034,0.00020419,0.000369987,0.0
8525,GCA_043643385.1,GCA_044335405.1,Chamaeleo calyptratus,Chamaeleo laevigatus,Reptilia,21.1551245,0.000262419,0.000152608,0.000143394,0.000262465,0.0
8543,GCA_001625485.2,GCA_047748115.1,Crotalus horridus,Crotalus aquilus,Reptilia,12.537385,0.000682395,0.000434804,0.000414547,0.000682705,0.0
8565,GCA_047748115.1,GCA_000737285.1,Crotalus aquilus,Crotalus pyrrhus,Reptilia,12.537385,4.93e-06,3.17e-06,3.03e-06,4.93e-06,
8566,GCA_046269885.1,GCA_024449315.1,Daboia russelii,Daboia siamensis,Reptilia,15.826,0.000263521,0.000163091,0.000154888,0.000263567,0.0
8568,GCA_032766585.1,GCA_034641385.1,Darevskia unisexualis,Darevskia mixta,Reptilia,10.762354,0.005824744,0.003435483,0.003223788,0.00584748,0.0
8575,GCA_034641385.1,GCA_034642065.1,Darevskia mixta,Darevskia nairensis,Reptilia,10.0683,0.004395816,0.00259444,0.002435804,0.004408749,
8576,GCA_046270985.1,GCA_046270305.1,Dendrelaphis caudolineolatus,Dendrelaphis schokari,Reptilia,19.19985,2.12e-05,1.25e-05,1.17e-05,2.12e-05,5128.60180594434
8577,GCA_046270985.1,GCA_046270525.1,Dendrelaphis caudolineolatus,Dendrelaphis bifrenalis,Reptilia,19.36156,4.64e-05,2.72e-05,2.56e-05,4.64e-05,5380.71965289249
8582,GCA_046270445.1,GCA_046270465.1,Fowlea piscator,Fowlea asperrima,Reptilia,14.3827095,0.000267802,0.000163079,0.000154155,0.00026785,0.0
8583,GCA_029375565.1,GCF_001447785.1,Gekko gecko,Gekko japonicus,Reptilia,55.68091,0.000144884,9.06e-05,8.57e-05,0.000144898,193212.735601418
8584,GCA_046271145.1,GCA_046118495.1,Hemidactylus flaviviridis,Hemidactylus macropholis,Reptilia,53.1152615,1.26e-05,7.05e-06,6.56e-06,1.26e-05,0.0
8585,GCA_046271145.1,GCA_042902835.1,Hemidactylus flaviviridis,Hemidactylus brookii,Reptilia,44.633299,1.18e-05,6.65e-06,6.2e-06,1.18e-05,2474522.9629045
8596,GCA_033807585.1,GCA_033807725.1,Hydrophis major,Hydrophis elegans,Reptilia,5.8885915,0.005331263,0.003594218,0.003449078,0.005350302,950345.753416346
8612,GCA_037055225.1,GCA_046269805.1,Hydrophis ornatus,Hydrophis schistosus,Reptilia,3.895375,0.00029913,0.000190168,0.000181253,0.00029919,5012531.61040805
8615,GCA_027560375.1,GCA_044335585.1,Imantodes cenchoa,Imantodes gemmistratus,Reptilia,11.29374,2.75e-05,1.7e-05,1.61e-05,2.75e-05,169837.075576392
8616,GCF_009819535.1,GCA_900245905.1,Lacerta agilis,Lacerta viridis,Reptilia,21.17458,0.007616393,0.00443139,0.004158584,0.00765533,822193.28395971
8619,GCA_015471245.1,GCA_004320025.1,Laticauda colubrina,Laticauda laticaudata,Reptilia,15.173807,0.003685217,0.002055968,0.001935409,0.0036943,5867172.63634408
8620,GCA_046270265.1,GCA_047748155.1,Lycodon aulicus,Lycodon carinatus,Reptilia,20.340765,4.13e-05,2.55e-05,2.42e-05,4.13e-05,3389.5165684463
8621,GCA_046269865.1,GCA_042902875.1,Micrurus fulvius,Micrurus diastema,Reptilia,3.024088,0.000367179,0.000225355,0.000214008,0.000367269,0.0
8622,GCA_047032895.1,GCA_027559625.1,Morelia carinata,Morelia viridis,Reptilia,14.39921,0.001726423,0.001104303,0.001049779,0.001728413,0.0
8623,GCA_009733165.1,GCA_043658275.1,Naja naja,Naja melanoleuca,Reptilia,18.91191,0.000840167,0.000524125,0.000498314,0.000840638,0.0
8624,GCA_009733165.1,GCA_042902795.1,Naja naja,Naja nigricollis,Reptilia,18.91191,0.000817053,0.000514235,0.000489523,0.000817498,0.0
8629,GCA_046270245.1,GCA_046270565.1,Oligodon sublineatus,Oligodon taeniolatus,Reptilia,15.819711,9.54e-05,5.69e-05,5.37e-05,9.54e-05,31785.8214596482
8631,GCF_029531705.1,GCA_037215915.1,Pantherophis guttatus,Pantherophis vulpinus,Reptilia,10.6652005,0.010140682,0.006602496,0.006303779,0.010209862,0.0
8638,GCA_037215915.1,GCA_012654085.1,Pantherophis vulpinus,Pantherophis obsoletus,Reptilia,11.595444,0.005949339,0.003857769,0.003681716,0.005973061,14025.7554217392
8640,GCA_037367305.1,GCA_023846285.1,Phrynocephalus vlangalii,Phrynocephalus versicolor,Reptilia,22.507275,0.002105536,0.001195444,0.001114024,0.002108497,36033.8638497837
8641,GCA_037367305.1,GCA_029282475.1,Phrynocephalus vlangalii,Phrynocephalus forsythii,Reptilia,11.42668,0.008438441,0.004862144,0.004553733,0.008486272,491.432004538605
8669,GCF_004329235.1,GCA_965153305.1,Podarcis muralis,Podarcis tiliguerta,Reptilia,14.959189,0.004974406,0.002973118,0.002793736,0.004990976,0.0
8687,GCA_951804945.1,GCA_965112155.1,Podarcis cretensis,Podarcis liolepis,Reptilia,15.946785,0.004199857,0.002545315,0.002395894,0.004211661,0.0
8738,GCF_001527695.2,GCA_003402635.1,Protobothrops mucrosquamatus,Protobothrops flavoviridis,Reptilia,11.9401825,0.004158094,0.002606716,0.002477717,0.004169663,0.0
8739,GCA_044335465.1,GCA_043091005.1,Psammophis sibilans,Psammophis punctulatus,Reptilia,17.08518,0.000103972,6.5e-05,6.16e-05,0.000103979,1658024.87076457
8740,GCA_016801065.1,GCF_019175285.1,Sceloporus tristichus,Sceloporus undulatus,Reptilia,25.295,0.007864687,0.004688329,0.004432417,0.007906213,
8741,GCA_016801065.1,GCA_023333645.1,Sceloporus tristichus,Sceloporus occidentalis,Reptilia,25.295,0.011608452,0.007302116,0.006914324,0.011699227,
8746,GCA_036250565.1,GCA_047032955.1,Sibynophis collaris,Sibynophis subpunctatus,Reptilia,35.5302245,2.99e-06,1.74e-06,1.63e-06,2.99e-06,0.0
8747,GCA_031001705.1,GCA_026541955.2,Simalia tracyae,Simalia boeleni,Reptilia,11.74897,1.38e-07,6.85e-08,6.2e-08,1.38e-07,0.0
8748,GCF_021028975.2,GCA_044758865.1,Sphaerodactylus townsendi,Sphaerodactylus glaucus,Reptilia,34.82176,9.38e-06,5.22e-06,4.84e-06,9.38e-06,0.0
8749,GCF_009769535.1,GCF_001077635.1,Thamnophis elegans,Thamnophis sirtalis,Reptilia,8.35203,0.001252781,0.000731999,0.000691375,0.001253828,1222339.73698092
8750,GCF_009769535.1,GCA_046269945.1,Thamnophis elegans,Thamnophis saurita,Reptilia,8.35203,0.000580421,0.00034043,0.000321536,0.000580646,0.0
8753,GCA_044473165.1,GCA_043090965.1,Trachylepis maculilabris,Trachylepis brevicollis,Reptilia,37.658765,6.71e-05,4.02e-05,3.79e-05,6.71e-05,1004338.94562864
8754,GCA_044473165.1,GCA_043656535.1,Trachylepis maculilabris,Trachylepis striata,Reptilia,34.26049,7.33e-05,4.33e-05,4.06e-05,7.33e-05,4039308.80304091
8756,GCA_032467975.1,GCA_047748215.1,Trimeresurus albolabris,Trimeresurus trigonocephalus,Reptilia,23.4423,2.36e-05,1.51e-05,1.44e-05,2.36e-05,0.0
8757,GCA_043110945.1,GCA_042902895.1,Trioceros harennae,Trioceros balebicornutus,Reptilia,3.47348,2.88e-06,1.53e-06,1.42e-06,2.88e-06,1237.90137186737
8761,GCA_050042745.1,GCA_044628595.1,Varanus acanthurus,Varanus niloticus,Reptilia,39.9497,0.001978452,0.001202153,0.001131721,0.001981067,0.0
8770,GCA_964194415.1,GCA_024294585.1,Vipera berus,Vipera latastei,Reptilia,12.777317,0.005531918,0.003258217,0.003068672,0.00555242,0.0
8771,GCA_964194415.1,GCA_047301725.1,Vipera berus,Vipera ammodytes,Reptilia,15.15465,0.005901655,0.003473943,0.003271227,0.005924997,171013.5009561
8773,GCA_023634205.1,GCA_022086475.1,Actinemys pallida,Actinemys marmorata,Reptilia,4.74618,0.003837643,0.002255948,0.00212349,0.003847495,
8774,GCF_030867095.1,GCF_000455745.1,Alligator mississippiensis,Alligator sinensis,Reptilia,47.2545,0.014716219,0.009725826,0.009271079,0.014862514,0.0
8775,GCF_003597395.1,GCA_046118415.1,Chelonoidis abingdonii,Chelonoidis denticulatus,Reptilia,25.63838,0.000350452,0.000230502,0.000220181,0.000350534,
8776,GCF_001723895.1,GCA_038503035.1,Crocodylus porosus,Crocodylus rhombifer,Reptilia,14.08141,0.00412385,0.002775835,0.00265899,0.004135229,0.0
8777,GCA_003846335.1,GCA_004028625.2,Cuora mccordi,Cuora amboinensis,Reptilia,24.56,0.005643489,0.003428163,0.003234675,0.005664829,
8779,GCA_026212835.1,GCA_034782615.1,Geranoaetus albicaudatus,Geranoaetus melanoleucus,Mammalia,4.47,0.000826281,0.00055666,0.000533114,0.000826737,
8780,GCF_025201925.1,GCA_002896415.1,Gopherus flavomarginatus,Gopherus agassizii,Reptilia,17.31146,0.011039493,0.007170508,0.006825052,0.011121546,0.0
8781,GCA_965140295.1,GCF_965140265.1,Lepidochelys olivacea,Lepidochelys kempii,Reptilia,5.2,0.002926153,0.001787831,0.001693555,0.002931876,71810.574932227
8782,GCF_016161935.1,GCF_020497125.1,Mauremys reevesii,Mauremys mutica,Reptilia,25.285,0.012782471,0.007698717,0.007249398,0.012892652,
8804,GCF_000147115.1,GCF_000327345.1,Myotis lucifugus,Myotis davidii,Mammalia,12.25,0.005267334,0.003209343,0.003032254,0.005285918,0.0
5188,GCA_047404635.1,GCA_046118515.1,Anomaloglossus kaiei,Anomaloglossus beebei,Amphibia,9.04625,,,,,1373.56024863921
5189,GCF_027579735.1,GCA_964205295.1,Bombina bombina,Bombina variegata,Amphibia,25.66295,,,,,204991.800536922
5231,GCA_031753695.1,GCA_031753675.1,Desmognathus marmoratus,Desmognathus monticola,Amphibia,16.008235,,,,,7803.45584077991
5232,GCA_031753695.1,GCA_030264995.1,Desmognathus marmoratus,Desmognathus ocoee,Amphibia,16.008235,,,,,0.0
5236,GCA_031753695.1,GCA_030264455.1,Desmognathus marmoratus,Desmognathus abditus,Amphibia,16.008235,,,,,0.0
5238,GCA_031753695.1,GCA_030264935.1,Desmognathus marmoratus,Desmognathus ochrophaeus,Amphibia,16.008235,,,,,2491.25639740301
5246,GCA_030264635.1,GCA_031753675.1,Desmognathus aeneus,Desmognathus monticola,Amphibia,16.84376,,,,,32840.8036900284
5251,GCA_030264635.1,GCA_030264455.1,Desmognathus aeneus,Desmognathus abditus,Amphibia,16.84376,,,,,0.0
5253,GCA_030264635.1,GCA_030264935.1,Desmognathus aeneus,Desmognathus ochrophaeus,Amphibia,16.84376,,,,,0.0
5297,GCA_031753675.1,GCA_030264995.1,Desmognathus monticola,Desmognathus ocoee,Amphibia,13.04713,,,,,35686.6159100823
5301,GCA_031753675.1,GCA_030264455.1,Desmognathus monticola,Desmognathus abditus,Amphibia,16.55,,,,,2594.12796289917
5303,GCA_031753675.1,GCA_030264935.1,Desmognathus monticola,Desmognathus ochrophaeus,Amphibia,13.04713,,,,,101905.828538713
5311,GCA_030264995.1,GCA_030264455.1,Desmognathus ocoee,Desmognathus abditus,Amphibia,16.55,,,,,8.43054064919996
5313,GCA_030264995.1,GCA_030264935.1,Desmognathus ocoee,Desmognathus ochrophaeus,Amphibia,10.01777,,,,,0.0
5343,GCA_030264455.1,GCA_030264935.1,Desmognathus abditus,Desmognathus ochrophaeus,Amphibia,16.55,,,,,0.0
5376,GCA_031893025.1,GCA_044758665.1,Leptodactylus fuscus,Leptodactylus melanonotus,Amphibia,28.49805,1.11e-05,5.94e-06,5.45e-06,1.11e-05,16621.1878142896
5378,GCA_031893025.1,GCA_046270125.1,Leptodactylus fuscus,Leptodactylus longirostris,Amphibia,11.74726,9.45e-06,5.1e-06,4.7e-06,9.46e-06,1933918.8375977
5379,GCA_031893025.1,GCA_046270925.1,Leptodactylus fuscus,Leptodactylus knudseni,Amphibia,27.9,2.78e-06,1.51e-06,1.39e-06,2.78e-06,4975712.57979209
5381,GCA_044628515.1,GCA_044758665.1,Leptodactylus mystaceus,Leptodactylus melanonotus,Amphibia,28.49805,0.000159017,7.44e-05,6.76e-05,0.000159034,0.0
5383,GCA_044628515.1,GCA_046270125.1,Leptodactylus mystaceus,Leptodactylus longirostris,Amphibia,19.31873,,,,,1732075.52757721
5384,GCA_044628515.1,GCA_046270925.1,Leptodactylus mystaceus,Leptodactylus knudseni,Amphibia,27.9,2.78e-06,1.63e-06,1.52e-06,2.78e-06,4043553.16547068
5390,GCA_044758665.1,GCA_046270125.1,Leptodactylus melanonotus,Leptodactylus longirostris,Amphibia,28.49805,2.18e-05,1.18e-05,1.09e-05,2.18e-05,0.0
5394,GCA_046270125.1,GCA_046270925.1,Leptodactylus longirostris,Leptodactylus knudseni,Amphibia,27.9,,,,,1945961.68175934
5395,GCA_028564925.1,GCA_037952925.1,Lithobates sylvaticus,Lithobates clamitans,Amphibia,34.1975,1.08e-05,5.49e-06,5e-06,1.08e-05,
5396,GCA_028564925.1,GCA_037367395.1,Lithobates sylvaticus,Lithobates pipiens,Amphibia,26.581265,2.23e-06,1.16e-06,1.06e-06,2.23e-06,3445918.27806445
5398,GCA_028564925.1,GCA_047292555.1,Lithobates sylvaticus,Lithobates vaillanti,Amphibia,26.581265,,,,,0.0
5399,GCA_028564925.1,GCA_046245055.1,Lithobates sylvaticus,Lithobates berlandieri,Amphibia,26.581265,,,,,0.0
5400,GCA_037952925.1,GCA_037367395.1,Lithobates clamitans,Lithobates pipiens,Amphibia,26.581265,8.45e-05,4.18e-05,3.78e-05,8.45e-05,
5402,GCA_037952925.1,GCA_047292555.1,Lithobates clamitans,Lithobates vaillanti,Amphibia,26.581265,,,,,
5403,GCA_037952925.1,GCA_046245055.1,Lithobates clamitans,Lithobates berlandieri,Amphibia,26.581265,,,,,
5405,GCA_037367395.1,GCA_047292555.1,Lithobates pipiens,Lithobates vaillanti,Amphibia,28.9115,,,,,0.0
5409,GCA_047292555.1,GCA_046245055.1,Lithobates vaillanti,Lithobates berlandieri,Amphibia,28.9115,,,,,0.0
5410,GCA_009801035.1,GCA_033576555.1,Oophaga pumilio,Oophaga sylvatica,Amphibia,2.65,,,,,0.0
5413,GCA_044758425.1,GCA_046270745.1,Osteocephalus taurinus,Osteocephalus oophagus,Amphibia,4.77,2.08e-06,9.85e-07,8.9e-07,2.08e-06,1269569.54525131
5420,GCF_905171775.1,GCA_029574335.1,Rana temporaria,Rana kukunoris,Amphibia,19.23698,,,,,0.0
5421,GCF_905171775.1,GCA_029206835.1,Rana temporaria,Rana muscosa,Amphibia,26.09,,,,,0.0
5422,GCA_029574335.1,GCA_029206835.1,Rana kukunoris,Rana muscosa,Amphibia,26.09,,,,,0.0
5429,GCA_047292515.1,GCA_044758605.1,Sclerophrys steindachneri,Sclerophrys regularis,Amphibia,10.58468,,,,,1409378.48662951
5430,GCA_047292515.1,GCA_046269545.1,Sclerophrys steindachneri,Sclerophrys maculata,Amphibia,10.58468,,,,,156164.844958841
5431,GCA_044758605.1,GCA_046269545.1,Sclerophrys regularis,Sclerophrys maculata,Amphibia,12.23806,5.77e-07,3.03e-07,2.79e-07,5.77e-07,2319280.21935738
5434,GCA_029215755.1,GCA_009364415.1,Spea hammondii,Spea multiplicata,Amphibia,18.95,0.000279199,0.000138439,0.000125913,0.000279251,0.0
5439,GCF_000004195.4,GCA_024363595.1,Xenopus tropicalis,Xenopus borealis,Amphibia,58.2199,,,,,0.0
5440,GCF_000004195.4,GCA_038501925.1,Xenopus tropicalis,Xenopus petersii,Amphibia,58.2199,,,,,0.0
5441,GCF_000004195.4,GCA_046118455.1,Xenopus tropicalis,Xenopus clivii,Amphibia,58.2199,,,,,0.0
5442,GCA_024363595.1,GCA_038501925.1,Xenopus borealis,Xenopus petersii,Amphibia,39.408755,,,,,0.0
5444,GCA_038501925.1,GCA_046118455.1,Xenopus petersii,Xenopus clivii,Amphibia,31.657585,,,,,0.0
5450,GCA_021534815.1,GCA_045787745.1,Acrocephalus arundinaceus,Acrocephalus paludicola,Aves,10.61,0.019795509,0.012250372,0.01159361,0.02006144,182576.043105762
5467,GCA_035041115.1,GCA_035222285.1,Agapornis nigrigenis,Agapornis lilianae,Aves,0.86226,,,,,0.0
5470,GCA_035041115.1,GCA_036873685.1,Agapornis nigrigenis,Agapornis canus,Aves,13.435895,,,,,0.0
5471,GCA_035041115.1,GCA_034782895.1,Agapornis nigrigenis,Agapornis fischeri,Aves,1.0968,,,,,0.0
5476,GCA_035222285.1,GCA_036873685.1,Agapornis lilianae,Agapornis canus,Aves,13.435895,0.001765732,0.001153935,0.001099086,0.001767814,0.0
5477,GCA_035222285.1,GCA_034782895.1,Agapornis lilianae,Agapornis fischeri,Aves,1.0968,3.49e-05,2.2e-05,2.09e-05,3.49e-05,0.0
5489,GCA_036873685.1,GCA_034782895.1,Agapornis canus,Agapornis fischeri,Aves,13.435895,0.000316504,0.000206951,0.000197148,0.000316571,0.0
5499,GCA_033439885.1,GCA_033439865.1,Alcedo semitorquata,Alcedo quadribrachys,Aves,1.96166,0.001651647,0.000963047,0.000904192,0.001653469,139031.009360339
5502,GCA_030625065.1,GCA_038994595.1,Alectoris magna,Alectoris rufa,Aves,4.42352,0.007181235,0.00473632,0.004531974,0.007215836,0.0
5557,GCA_000332375.2,GCA_026283615.1,Amazona vittata,Amazona vinacea,Aves,7.058935,0.001499087,0.001040724,0.000999657,0.001500588,0.0
5563,GCA_000332375.2,GCA_034782995.1,Amazona vittata,Amazona versicolor,Aves,7.058935,,,,,0.0
5633,GCA_026283615.1,GCA_034782995.1,Amazona vinacea,Amazona versicolor,Aves,5.96881,,,,,0.0
5709,GCA_032165215.1,GCA_032357685.1,Anas bernieri,Anas capensis,Aves,5.13895,0.005328487,0.003414413,0.003244588,0.005347506,0.0
5710,GCA_032165215.1,GCA_038381715.1,Anas bernieri,Anas bahamensis,Aves,5.13895,0.006727729,0.004469537,0.004268505,0.006758085,0.0
5712,GCA_032165215.1,GCA_038406075.1,Anas bernieri,Anas aucklandica,Aves,2.85,0.002165232,0.001396247,0.001328047,0.002168364,0.0
5717,GCA_032357685.1,GCA_038381715.1,Anas capensis,Anas bahamensis,Aves,5.156875,0.003013913,0.001948965,0.001854099,0.003019985,0.0
5721,GCA_038381715.1,GCA_038406075.1,Anas bahamensis,Anas aucklandica,Aves,5.13895,0.001130167,0.000739136,0.000704253,0.00113102,0.0
5731,GCA_045783175.1,GCA_045782245.1,Anthus godlewskii,Anthus campestris,Aves,4.71,0.00663987,0.004036162,0.003808607,0.006669437,790946.001164072
5734,GCF_041296385.1,GCA_048174545.1,Aphelocoma coerulescens,Aphelocoma woodhouseii,Aves,4.15508,0.003365288,0.002089364,0.001980341,0.003372861,
5735,GCA_028536675.1,GCA_048182245.1,Aphelocoma californica,Aphelocoma insularis,Aves,1.67218,0.002928823,0.001800614,0.001705275,0.002934557,
5736,GCA_028536675.1,GCA_048174545.1,Aphelocoma californica,Aphelocoma woodhouseii,Aves,0.33,0.002249304,0.001384059,0.001310989,0.002252684,
5737,GCA_048182245.1,GCA_048174545.1,Aphelocoma insularis,Aphelocoma woodhouseii,Aves,0.33,0.002554051,0.001580526,0.001498328,0.00255841,
5747,GCA_045787225.1,GCA_045782545.1,Apus caffer,Apus affinis,Aves,2.93219,0.015961295,0.009738795,0.009168979,0.016133586,11904783.9725784
5749,GCA_028858755.1,GCA_013433245.1,Ara ararauna,Ara glaucogularis,Aves,5.08191,0.005572412,0.003673077,0.003505707,0.005593217,30260.1510253051
5751,GCA_028858755.1,GCA_010015965.3,Ara ararauna,Ara militaris,Aves,7.1524,1.86e-05,1.26e-05,1.2e-05,1.86e-05,142442.29923407
5752,GCA_028858755.1,GCA_010014725.2,Ara ararauna,Ara chloropterus,Aves,7.1524,4.9e-06,3.08e-06,2.91e-06,4.9e-06,6152931.80136386
5753,GCA_028858755.1,GCA_026284625.1,Ara ararauna,Ara ambiguus,Aves,7.1524,0.001270657,0.000862758,0.000826749,0.001271735,42183.7413720818
5762,GCA_013433245.1,GCA_010015965.3,Ara glaucogularis,Ara militaris,Aves,7.1524,1.83e-05,1.22e-05,1.16e-05,1.83e-05,0.0
5763,GCA_013433245.1,GCA_010014725.2,Ara glaucogularis,Ara chloropterus,Aves,7.1524,4.12e-06,2.54e-06,2.4e-06,4.12e-06,30260.1510253051
5764,GCA_013433245.1,GCA_026284625.1,Ara glaucogularis,Ara ambiguus,Aves,7.1524,0.001298651,0.000876054,0.000838747,0.001299777,0.0
5770,GCA_010015965.3,GCA_010014725.2,Ara militaris,Ara chloropterus,Aves,3.61441,1.06e-07,6.57e-08,6.22e-08,1.06e-07,91938.6089713281
5771,GCA_010015965.3,GCA_026284625.1,Ara militaris,Ara ambiguus,Aves,1.36064,3.11e-06,1.89e-06,1.78e-06,3.11e-06,2157.37657288589
5776,GCA_902168055.1,GCA_026284665.2,Aratinga solstitialis,Aratinga nenday,Aves,3.68591,0.000370142,0.000245355,0.000234759,0.000370234,0.0
5777,GCA_902168055.1,GCA_024363045.1,Aratinga solstitialis,Aratinga maculata,Aves,0.35693,0.00024871,0.00015801,0.000150768,0.000248752,0.0
5779,GCA_902168055.1,GCA_009867205.2,Aratinga solstitialis,Aratinga weddellii,Aves,8.75087,0.001533126,0.001034777,0.000991178,0.001534695,0.0
5781,GCA_026284665.2,GCA_024363045.1,Aratinga nenday,Aratinga maculata,Aves,3.68591,0.000284369,0.000189645,0.00018154,0.000284423,0.0
5783,GCA_026284665.2,GCA_009867205.2,Aratinga nenday,Aratinga weddellii,Aves,8.75087,0.000648759,0.000442638,0.000424509,0.000649039,0.0
5786,GCA_024363045.1,GCA_009867205.2,Aratinga maculata,Aratinga weddellii,Aves,8.75087,0.001227301,0.000830644,0.000795856,0.001228307,0.0
5795,GCA_042478095.1,GCF_009819795.1,Aythya ferina,Aythya fuligula,Aves,3.18423,0.008153168,0.00530459,0.00506501,0.008197808,13313630.016648
5796,GCA_042478095.1,GCA_049176275.1,Aythya ferina,Aythya americana,Aves,3.08,0.003804231,0.002458411,0.002347198,0.003813912,0.0
5797,GCF_009819795.1,GCA_049176275.1,Aythya fuligula,Aythya americana,Aves,3.18423,0.006791844,0.004414554,0.004213922,0.006822784,0.0
5799,GCA_041731235.1,GCA_030323915.1,Brotogeris cyanoptera,Brotogeris chrysoptera,Aves,1.15997,0.000139907,9.21e-05,8.8e-05,0.00013992,23531.9263924041
5800,GCA_041731235.1,GCA_040967635.1,Brotogeris cyanoptera,Brotogeris sanctithomae,Aves,6.3826,0.000129212,8.69e-05,8.32e-05,0.000129223,468811.412848974
5801,GCA_041731235.1,GCA_041108195.1,Brotogeris cyanoptera,Brotogeris versicolurus,Aves,6.3826,6.52e-07,4.59e-07,4.42e-07,6.52e-07,199849.266292612
5802,GCA_041731235.1,GCA_041108055.1,Brotogeris cyanoptera,Brotogeris pyrrhoptera,Aves,4.083285,,,,,0.0
5803,GCA_041731235.1,GCA_041108845.1,Brotogeris cyanoptera,Brotogeris chiriri,Aves,6.3826,,,,,157871.88854515
5804,GCA_034782575.1,GCA_030323915.1,Brotogeris tirica,Brotogeris chrysoptera,Aves,6.3826,0.001969675,0.001298772,0.00124028,0.001972266,0.0
5805,GCA_034782575.1,GCA_040967635.1,Brotogeris tirica,Brotogeris sanctithomae,Aves,3.790665,0.000273805,0.00018293,0.000174981,0.000273855,0.0
5806,GCA_034782575.1,GCA_041108195.1,Brotogeris tirica,Brotogeris versicolurus,Aves,3.790665,1.28e-07,7.96e-08,7.51e-08,1.28e-07,0.0
5807,GCA_034782575.1,GCA_041108055.1,Brotogeris tirica,Brotogeris pyrrhoptera,Aves,6.3826,1.18e-06,7.07e-07,6.66e-07,1.18e-06,0.0
5808,GCA_034782575.1,GCA_041108845.1,Brotogeris tirica,Brotogeris chiriri,Aves,3.790665,,,,,40859.6760464221
5809,GCA_030323915.1,GCA_040967635.1,Brotogeris chrysoptera,Brotogeris sanctithomae,Aves,6.3826,0.000396988,0.000266958,0.00025557,0.000397094,215205.356246976
5810,GCA_030323915.1,GCA_041108195.1,Brotogeris chrysoptera,Brotogeris versicolurus,Aves,6.3826,3.12e-07,1.87e-07,1.76e-07,3.12e-07,354666.865995008
